1192	1426
2840	1491
198	1753
2997	215
1783	1203
2055	2062
2105	273
1617	2179
248	985
1533	2056
1857	1816
2262	1036
2185	395
2072	1169
985	2193
1555	148
116	619
1776	2123
636	531
1410	1280
98	1543
559	1802
2008	622
192	458
348	507
2717	2086
28	985
502	350
1397	1282
2957	1758
2781	2164
2211	2166
2475	172
211	129
398	1099
237	1195
789	569
1899	1233
2867	2250
1358	220
588	1491
1182	14
1653	1188
2567	1721
22	45
1134	480
2209	135
73	68
2881	1435
1345	55
2615	1491
2576	548
1937	2107
1689	386
2836	1381
254	1667
402	1607
882	1387
2302	1546
2279	2244
955	1857
227	781
1279	1449
2353	1845
1432	959
1420	908
2748	621
1974	498
632	1263
818	243
2137	262
2567	1357
662	1008
701	450
2003	2086
2895	1563
1476	238
837	1313
2418	2050
1538	2246
1782	900
566	102
585	899
628	1487
1689	73
634	1600
1765	1246
2203	1266
1308	2156
770	1997
2164	1083
2855	1154
41	1870
1832	1053
1036	1066
1325	397
1632	1543
2045	1786
2127	1863
858	255
2463	1909
307	923
341	1641
2312	578
785	595
2873	1607
2231	1441
891	999
1095	347
145	1840
15	2230
608	730
2211	201
1595	1505
1307	526
312	2108
100	1479
2777	1796
3007	1672
1797	1008
2202	1649
2812	178
822	1279
1246	472
2080	1032
407	774
259	1125
2967	1781
2394	1280
2334	702
1146	1894
2675	719
483	1146
1617	1744
2439	934
193	1674
2242	373
2262	1899
2628	2142
1425	1841
622	2230
811	2189
2625	1867
2069	605
2110	2049
1836	890
2805	1112
949	2061
324	2190
1551	716
662	1840
822	619
1147	820
1665	1998
776	2130
2900	1605
1280	760
2589	1254
289	887
1219	867
2592	932
1164	161
1764	1453
2905	877
1214	1243
318	1753
229	1385
1212	1744
503	2065
832	702
2279	439
348	1273
1856	40
1028	733
2654	207
1545	1453
1129	484
1059	5
745	2163
2933	2128
2177	1200
1064	575
1558	1206
2298	2055
2185	386
2783	1330
1719	660
1773	864
1100	781
1461	1777
72	236
1950	1593
1814	1459
2519	374
1533	1049
1214	886
819	1393
244	207
1720	345
2098	859
2603	166
262	879
1951	103
2539	702
1691	1834
1699	1786
869	2151
2653	2178
2492	1426
2847	1412
1939	1329
2683	543
715	2087
136	349
2232	247
2750	2151
1662	715
637	262
1139	1750
1325	1932
1212	902
2694	1107
696	1870
707	2040
217	434
2474	781
2775	1598
2206	61
265	1835
2941	1381
1661	1248
2205	1489
712	1248
657	2185
181	2057
2833	521
1476	1022
226	2044
2230	1973
2241	1563
1627	1016
2675	519
91	1846
2807	1426
318	1199
1977	1237
2619	1280
2495	2114
1288	1403
2232	1328
2756	2151
1636	1593
2578	774
1015	1266
48	2198
2691	567
813	135
2621	2030
2744	356
705	1378
1689	1517
488	401
2504	1607
211	268
2501	1769
869	487
2038	135
2136	935
1797	1875
954	207
2671	197
636	1266
350	2225
999	1296
1262	919
2055	208
1974	261
1658	856
1778	1579
374	1050
539	232
2194	924
2771	467
1730	1599
2966	89
1921	1800
696	250
2094	2115
2225	131
2597	215
1189	2130
1518	1884
2477	910
2527	1553
1961	607
876	1035
877	1652
2912	1603
1307	2022
2769	406
2021	620
991	2168
2513	505
806	976
2354	1944
768	1867
1904	1757
2094	1608
2212	2051
1008	2234
1520	1302
2875	1351
535	1197
2255	1859
2941	838
2210	809
1187	1313
1954	498
715	1208
2230	374
997	540
2555	231
2071	768
2397	1776
693	1266
938	1381
2472	1608
150	2159
431	1167
2853	897
1093	1617
1175	55
1337	1597
2291	148
785	181
1996	505
2311	633
782	897
2765	2142
957	1563
2951	1243
947	478
1742	439
1610	838
257	1852
1701	193
1576	68
3003	982
756	1142
393	1867
2202	802
17	1401
761	936
712	992
2941	511
435	2064
74	1032
2832	2011
2655	198
685	2133
434	220
362	55
405	420
2769	950
2770	1490
1172	990
900	289
1741	879
424	258
1097	1597
259	192
404	2115
2608	1432
2806	802
718	739
2361	1601
2076	2004
1121	634
2831	46
1871	1692
1210	1850
1894	2143
2127	1348
1520	1777
2656	606
2738	788
2661	2198
2805	599
1570	598
138	2081
1031	1841
1509	1491
1890	741
2637	1020
1915	2163
2630	890
2812	371
1770	1547
73	2062
1360	219
389	68
1372	352
1120	1294
2770	848
1906	1148
1778	1839
892	955
2127	186
767	266
2388	318
2798	1463
2756	1742
2754	1874
2098	1711
1063	2044
1618	2065
161	845
2873	413
2893	2057
1939	2221
1965	1428
1618	1083
2048	272
526	469
1414	381
374	363
330	1508
34	1608
2491	2133
2451	1568
1060	815
737	555
1409	212
1673	1385
182	809
985	1366
2230	2057
1377	578
2831	796
484	1449
1034	1794
2976	2062
512	1487
1057	909
1682	1487
1487	1707
1852	1641
235	1969
911	443
520	1541
2560	1008
2684	257
1546	122
84	1756
2273	1116
2503	855
259	112
906	936
2878	1122
1479	802
869	505
1438	382
832	1807
2861	900
709	458
2142	2086
936	1064
1787	781
2646	1252
1005	1329
2378	1721
2896	517
2411	2040
572	1505
534	2107
1417	688
2364	1688
2183	2268
2110	1512
2650	619
2753	1493
1021	1505
1306	752
2066	1471
445	268
129	742
1540	472
1132	2137
2271	2151
1039	748
637	756
2127	2050
1302	1406
1382	1839
2560	864
82	2114
2916	1138
2632	1380
2362	1674
1307	27
258	1248
925	2051
2181	1425
1759	1349
1258	548
770	2065
1901	260
2934	1684
2030	2164
1545	1146
2871	361
2683	641
2045	2137
1540	296
1615	103
2742	904
2721	1769
1291	334
948	104
1387	515
2388	2065
946	1241
259	2013
2081	485
984	1160
1743	117
344	1517
432	1352
462	2025
2646	729
2022	1126
2643	1707
30	277
372	923
926	1355
2887	877
1397	2142
406	2007
2160	23
2540	2142
678	2142
2495	472
1521	1361
1652	729
1054	1908
625	472
163	1055
2812	1803
1718	1369
1915	761
712	2164
64	1117
1095	632
266	2114
2233	2041
84	493
309	1977
1202	2082
1149	1060
713	325
327	1363
2444	568
1665	124
1277	1597
969	575
2165	166
2286	1445
450	1658
577	122
1062	531
2654	1623
984	220
246	688
2472	682
545	1410
2825	195
1540	990
2267	2202
741	1409
136	372
2977	425
1060	2107
2977	268
1477	1156
614	1657
473	1764
1668	1248
1450	1487
198	1834
2614	1969
2213	361
2152	1252
1936	1535
811	446
1567	370
1385	1955
790	361
1352	297
2205	1182
1449	249
145	1641
2444	1297
270	2136
1258	2155
2014	1414
940	5
