1	1
2	2
3	3
4	1
5	1
6	5
7	1
8	3
9	6
10	4
11	7
12	8
13	4
14	5
15	9
16	1
17	10
18	5
19	11
20	5
21	11
22	1
23	1
24	2
25	1
26	2
27	1
28	1
29	1
30	1
31	1
32	1
33	5
34	1
35	8
36	5
37	5
38	1
39	14
40	1
41	1
42	1
43	7
44	1
45	3
46	2
47	1
48	10
49	4
50	5
51	5
52	3
53	10
54	3
55	8
56	5
57	12
58	5
59	7
60	11
61	11
62	5
63	2
64	5
65	8
66	4
67	2
68	15
69	4
70	15
71	8
72	16
73	8
74	4
75	5
76	7
77	3
78	1
79	8
80	1
81	1
82	3
83	7
84	2
85	12
86	4
87	3
88	8
89	1
90	7
91	4
92	3
93	15
94	1
95	16
96	5
97	4
98	2
99	4
100	1
101	3
102	2
103	8
104	4
105	1
106	1
107	11
108	1
109	1
110	14
111	7
112	13
113	3
114	1
115	7
116	17
117	1
118	4
119	3
120	5
121	1
122	7
123	12
124	5
125	7
126	3
127	5
128	8
129	18
130	13
131	1
132	1
133	2
134	19
135	5
136	2
137	5
138	5
139	5
140	1
141	8
142	5
143	1
144	1
145	7
146	7
147	7
148	12
149	4
150	17
151	3
152	1
153	8
154	5
155	5
156	1
157	3
158	1
159	1
160	1
161	4
162	15
163	10
164	1
165	5
166	1
167	10
168	5
169	4
170	5
171	1
172	5
173	3
174	3
175	1
176	5
177	2
178	5
179	2
180	8
181	3
182	3
183	1
184	1
185	3
186	7
187	8
188	4
189	1
190	1
191	4
192	3
193	1
194	1
195	1
196	1
197	5
198	8
199	1
200	5
201	1
202	5
203	1
204	1
205	3
206	1
207	2
208	1
209	1
210	14
211	15
212	5
213	1
214	1
215	15
216	1
217	3
218	7
219	15
220	1
221	7
222	1
223	7
224	8
225	7
226	4
227	4
228	1
229	3
230	1
231	1
232	5
233	15
234	2
235	5
236	7
237	1
238	17
239	1
240	1
241	1
242	4
243	10
244	5
245	5
246	5
247	1
248	1
249	5
250	1
251	1
252	7
253	1
254	7
255	14
256	1
257	5
258	3
259	1
260	1
261	1
262	7
263	1
264	5
265	2
266	1
267	3
268	5
269	16
270	1
271	1
272	18
273	1
274	1
275	14
276	1
277	1
278	5
279	1
280	5
281	3
282	5
283	1
284	8
285	3
286	7
287	1
288	1
289	1
290	8
291	4
292	1
293	15
294	1
295	5
296	20
297	15
298	3
299	4
300	1
301	5
302	7
303	5
304	8
305	1
306	1
307	1
308	1
309	8
310	4
311	14
312	7
313	3
314	7
315	1
316	1
317	4
318	7
319	1
320	4
321	3
322	8
323	1
324	1
325	2
326	2
327	14
328	1
329	4
330	1
331	2
332	5
333	1
334	2
335	4
336	3
337	1
338	1
339	4
340	4
341	5
342	1
343	4
344	2
345	16
346	5
347	5
348	1
349	2
350	1
351	5
352	5
353	7
354	7
355	5
356	5
357	1
358	5
359	1
360	1
361	3
362	7
363	5
364	1
365	1
366	1
367	5
368	10
369	1
370	5
371	1
372	1
373	7
374	1
375	17
376	3
377	2
378	7
379	1
380	5
381	1
382	18
383	8
384	3
385	5
386	8
387	1
388	2
389	1
390	7
391	5
392	10
393	5
394	1
395	4
396	7
397	7
398	4
399	19
400	5
401	15
402	1
403	1
404	1
405	1
406	20
407	5
408	1
409	1
410	2
411	1
412	8
413	7
414	7
415	7
416	3
417	2
418	7
419	14
420	1
421	5
422	5
423	15
424	4
425	14
426	5
427	1
428	1
429	1
430	1
431	1
432	1
433	18
434	5
435	1
436	5
437	3
438	1
439	7
440	3
441	1
442	1
443	4
444	1
445	1
446	4
447	4
448	3
449	1
450	1
451	7
452	21
453	4
454	2
455	8
456	1
457	22
458	10
459	5
460	1
461	1
462	3
463	5
464	14
465	7
466	5
467	3
468	1
469	5
470	1
471	1
472	7
473	1
474	1
475	1
476	1
477	3
478	1
479	1
480	7
481	5
482	3
483	8
484	1
485	8
486	4
487	1
488	8
489	1
490	3
491	7
492	2
493	24
494	3
495	1
496	3
497	5
498	1
499	2
500	4
501	7
502	1
503	1
504	1
505	1
506	1
507	1
508	1
509	3
510	1
511	8
512	14
513	8
514	3
515	5
516	7
517	3
518	8
519	5
520	1
521	5
522	3
523	1
524	3
525	7
526	7
527	14
528	1
529	1
530	4
531	4
532	8
533	1
534	5
535	5
536	2
537	1
538	5
539	1
540	1
541	8
542	7
543	1
544	1
545	3
546	1
547	5
548	4
549	1
550	1
551	1
552	3
553	1
554	1
555	5
556	1
557	1
558	1
559	3
560	4
561	5
562	4
563	10
564	3
565	1
566	8
